CustomerID,Gender,Age,City,AnnualIncome_juta,SpendingScore,Recency_hari,Frequency_bulan,MonetaryValue_ribu,PreferredCategory
CUST05616,Female,22,Semarang,38.4,51,7,3,138,Sports
CUST05617,Female,58,Palembang,15.2,4,85,3,55,Electronics
CUST05618,Male,61,Medan,19.0,8,101,1,197,Food & Beverage
CUST05619,Male,45,Jakarta,45.9,36,53,11,292,Fashion
CUST05620,Female,33,Surabaya,94.6,90,6,47,876,Electronics
CUST05621,Female,59,Jakarta,23.4,9,96,4,116,Electronics
CUST05622,Female,46,Jakarta,52.5,37,66,10,196,Food & Beverage
CUST05623,Female,58,Palembang,21.4,9,92,3,89,Home & Living
CUST05624,Female,48,Yogyakarta,75.1,60,12,27,568,Food & Beverage
CUST05625,Female,24,Yogyakarta,29.7,55,4,4,113,Food & Beverage
CUST05626,Female,30,Jakarta,100.4,84,4,46,832,Food & Beverage
CUST05627,Female,40,Bandung,56.8,61,9,31,658,Electronics
CUST05628,Female,39,Semarang,67.3,55,13,35,429,Electronics
CUST05629,Male,46,Jakarta,38.2,38,66,9,258,Sports
CUST05630,Male,29,Surabaya,90.5,84,11,45,987,Sports
CUST05631,Male,46,Jakarta,43.9,38,46,12,263,Home & Living
CUST05632,Male,24,Medan,35.3,45,12,4,75,Home & Living
CUST05633,Female,49,Semarang,50.8,37,60,15,315,Electronics
CUST05634,Female,49,Surabaya,48.4,30,59,12,179,Fashion
CUST05635,Male,60,Bandung,21.8,7,100,3,10,Fashion
CUST05636,Female,26,Bandung,93.2,96,3,42,982,Electronics
CUST05637,Female,41,Semarang,67.2,50,18,33,491,Electronics
CUST05638,Female,46,Medan,44.3,42,55,9,121,Electronics
CUST05639,Female,18,Jakarta,35.7,50,12,2,152,Sports
CUST05640,Female,45,Jakarta,69.1,59,22,33,486,Sports
CUST05641,Female,49,Makassar,49.7,34,57,10,196,Electronics
CUST05642,Male,55,Palembang,23.0,16,96,1,125,Sports
CUST05643,Female,23,Medan,36.5,54,8,3,242,Fashion
CUST05644,Female,21,Surabaya,30.3,55,11,5,264,Home & Living
CUST05645,Female,61,Jakarta,20.2,15,90,6,166,Fashion
CUST05646,Male,46,Semarang,44.7,36,68,7,211,Electronics
CUST05647,Female,48,Medan,52.6,28,58,9,201,Sports
CUST05648,Male,25,Yogyakarta,32.4,52,6,5,94,Fashion
CUST05649,Female,61,Yogyakarta,29.5,8,92,1,144,Electronics
CUST05650,Female,45,Surabaya,72.6,61,14,35,507,Sports
CUST05651,Male,58,Makassar,27.9,12,94,3,60,Food & Beverage
CUST05652,Female,47,Surabaya,65.8,62,11,30,510,Fashion
CUST05653,Female,63,Semarang,21.6,15,101,2,154,Beauty
CUST05654,Female,45,Jakarta,75.4,62,12,33,415,Home & Living
CUST05655,Female,32,Surabaya,92.6,88,5,41,786,Fashion
CUST05656,Male,46,Jakarta,68.2,57,11,30,429,Electronics
CUST05657,Male,46,Surabaya,66.3,61,11,29,434,Home & Living
CUST05658,Male,39,Surabaya,74.2,53,8,30,505,Beauty
CUST05659,Female,56,Medan,13.8,3,101,3,10,Food & Beverage
CUST05660,Male,62,Semarang,11.4,13,95,2,149,Food & Beverage
CUST05661,Male,40,Medan,45.5,33,61,9,275,Beauty
CUST05662,Male,31,Semarang,93.5,93,1,46,912,Sports
CUST05663,Male,49,Bandung,73.6,63,17,31,607,Food & Beverage
CUST05664,Female,23,Medan,28.6,43,1,1,342,Electronics
CUST05665,Male,47,Surabaya,50.3,35,51,10,132,Electronics
CUST05666,Female,58,Bandung,24.4,18,96,3,10,Sports
CUST05667,Female,61,Jakarta,20.6,10,93,5,157,Beauty
CUST05668,Male,44,Medan,47.9,31,53,11,234,Food & Beverage
CUST05669,Female,26,Jakarta,34.1,45,15,6,236,Fashion
CUST05670,Female,42,Bandung,67.5,59,9,29,388,Fashion
CUST05671,Female,45,Medan,62.8,58,17,29,532,Electronics
CUST05672,Female,48,Surabaya,54.9,31,58,11,239,Beauty
CUST05673,Female,21,Jakarta,30.2,53,4,1,145,Fashion
CUST05674,Male,46,Medan,44.1,32,58,13,304,Food & Beverage
CUST05675,Male,39,Makassar,68.6,64,16,30,510,Food & Beverage
CUST05676,Female,37,Bandung,66.5,63,13,34,481,Beauty
CUST05677,Female,42,Bandung,67.8,65,16,33,490,Electronics
CUST05678,Male,46,Surabaya,69.0,67,14,28,496,Food & Beverage
CUST05679,Female,20,Medan,27.6,58,14,6,96,Sports
CUST05680,Male,43,Bandung,69.6,53,14,28,440,Home & Living
CUST05681,Male,58,Semarang,13.5,3,91,1,52,Fashion
CUST05682,Male,48,Jakarta,66.5,67,13,31,638,Food & Beverage
CUST05683,Male,32,Bandung,97.8,93,1,45,958,Food & Beverage
CUST05684,Male,58,Surabaya,12.8,11,100,3,21,Food & Beverage
CUST05685,Female,45,Jakarta,73.3,58,11,30,415,Food & Beverage
CUST05686,Male,27,Surabaya,91.1,88,6,49,1048,Home & Living
CUST05687,Female,48,Palembang,46.4,40,60,11,223,Beauty
CUST05688,Female,43,Bandung,49.7,40,54,11,251,Fashion
CUST05689,Female,56,Bandung,19.3,16,87,1,10,Sports
CUST05690,Female,49,Semarang,45.9,41,57,12,232,Fashion
CUST05691,Male,64,Palembang,22.3,14,91,5,105,Home & Living
CUST05692,Female,25,Surabaya,39.6,48,5,4,278,Fashion
CUST05693,Male,27,Bandung,101.4,90,5,45,739,Home & Living
CUST05694,Male,25,Palembang,33.5,44,1,6,157,Fashion
CUST05695,Male,62,Surabaya,16.3,9,96,1,218,Fashion
CUST05696,Male,43,Semarang,68.6,58,10,28,497,Electronics
CUST05697,Female,66,Bandung,15.0,11,90,1,171,Electronics
CUST05698,Female,43,Jakarta,70.3,65,14,31,611,Fashion
CUST05699,Female,31,Yogyakarta,91.5,85,3,45,835,Food & Beverage
CUST05700,Female,23,Semarang,32.1,50,5,6,208,Electronics
CUST05701,Female,62,Makassar,20.6,11,93,4,153,Electronics
CUST05702,Male,60,Jakarta,22.1,15,92,1,22,Electronics
CUST05703,Female,47,Semarang,59.1,40,52,8,320,Electronics
CUST05704,Female,24,Medan,98.3,92,3,47,917,Electronics
CUST05705,Female,23,Bandung,89.1,85,6,43,961,Electronics
CUST05706,Male,34,Jakarta,92.4,92,1,45,971,Sports
CUST05707,Male,43,Surabaya,52.3,34,49,10,315,Home & Living
CUST05708,Female,37,Medan,72.4,66,14,32,480,Sports
CUST05709,Female,45,Medan,40.8,32,57,13,318,Beauty
CUST05710,Male,65,Jakarta,14.6,14,96,1,31,Fashion
CUST05711,Female,31,Bandung,98.1,90,1,43,892,Fashion
CUST05712,Female,54,Surabaya,46.3,34,61,8,249,Home & Living
CUST05713,Male,29,Semarang,95.7,90,7,46,846,Beauty
CUST05714,Male,24,Jakarta,89.7,85,2,44,839,Home & Living
CUST05715,Male,50,Semarang,69.2,60,13,31,471,Food & Beverage
CUST05716,Female,56,Semarang,24.8,11,89,2,243,Food & Beverage
CUST05717,Female,41,Medan,74.5,61,16,35,505,Fashion
CUST05718,Female,66,Yogyakarta,20.6,16,99,2,166,Fashion
CUST05719,Female,27,Bandung,28.1,53,4,9,203,Electronics
CUST05720,Female,62,Jakarta,18.6,8,96,1,65,Electronics
CUST05721,Female,61,Surabaya,22.2,8,97,2,115,Electronics
CUST05722,Male,50,Medan,52.5,43,53,13,267,Fashion
CUST05723,Male,23,Surabaya,93.9,92,8,46,878,Fashion
CUST05724,Female,24,Medan,26.0,53,8,4,237,Fashion
CUST05725,Female,27,Jakarta,95.6,83,1,43,903,Sports
CUST05726,Female,45,Jakarta,61.1,63,14,31,386,Home & Living
CUST05727,Female,27,Jakarta,93.6,90,9,46,818,Electronics
CUST05728,Male,22,Palembang,27.8,53,9,9,139,Beauty
CUST05729,Female,61,Surabaya,16.8,17,90,1,98,Fashion
CUST05730,Female,61,Semarang,32.7,2,96,6,16,Beauty
CUST05731,Male,40,Yogyakarta,45.6,37,54,10,289,Home & Living
CUST05732,Male,66,Jakarta,19.3,10,94,4,10,Food & Beverage
CUST05733,Male,61,Jakarta,18.8,8,102,2,10,Home & Living
CUST05734,Male,47,Surabaya,46.3,33,59,10,293,Sports
CUST05735,Male,27,Bandung,94.1,87,5,42,920,Food & Beverage
CUST05736,Female,49,Bandung,53.0,39,62,9,212,Electronics
CUST05737,Female,42,Surabaya,77.5,57,19,30,486,Food & Beverage
CUST05738,Male,27,Medan,30.9,54,5,5,295,Electronics
CUST05739,Female,40,Semarang,76.4,57,10,34,239,Fashion
CUST05740,Female,46,Semarang,48.4,32,53,12,256,Electronics
CUST05741,Male,64,Jakarta,20.3,16,100,5,93,Food & Beverage
CUST05742,Female,41,Medan,60.6,62,20,30,493,Fashion
CUST05743,Male,45,Semarang,50.6,37,60,8,227,Food & Beverage
CUST05744,Male,51,Jakarta,48.2,33,63,10,266,Beauty
CUST05745,Male,41,Medan,66.5,63,13,31,423,Fashion
CUST05746,Male,29,Jakarta,95.0,89,2,45,953,Sports
CUST05747,Male,29,Medan,86.1,81,2,45,731,Electronics
CUST05748,Male,21,Medan,92.0,96,3,45,907,Beauty
CUST05749,Male,46,Jakarta,70.4,62,11,30,511,Fashion
CUST05750,Female,29,Makassar,93.2,92,7,48,898,Home & Living
CUST05751,Male,27,Makassar,92.3,92,1,43,942,Food & Beverage
CUST05752,Male,58,Semarang,21.6,10,92,3,81,Food & Beverage
CUST05753,Female,56,Bandung,43.9,42,58,8,241,Food & Beverage
CUST05754,Male,57,Jakarta,25.3,21,89,2,126,Electronics
CUST05755,Female,21,Semarang,34.1,55,7,3,133,Electronics
CUST05756,Male,57,Jakarta,22.0,3,100,1,10,Home & Living
CUST05757,Female,23,Bandung,39.3,43,5,5,194,Electronics
CUST05758,Male,49,Surabaya,55.4,35,57,7,198,Home & Living
CUST05759,Male,51,Jakarta,41.7,35,53,12,106,Fashion
CUST05760,Female,47,Medan,41.0,39,57,11,291,Fashion
CUST05761,Female,60,Palembang,18.0,17,91,4,143,Home & Living
CUST05762,Male,46,Bandung,41.4,37,61,10,216,Electronics
CUST05763,Female,49,Bandung,48.7,36,59,9,349,Food & Beverage
CUST05764,Female,44,Surabaya,73.4,66,19,31,458,Food & Beverage
CUST05765,Female,30,Jakarta,26.9,47,16,6,130,Fashion
CUST05766,Male,43,Surabaya,69.1,57,19,29,465,Food & Beverage
CUST05767,Male,46,Makassar,43.3,41,69,10,298,Fashion
CUST05768,Female,50,Yogyakarta,42.5,31,57,9,384,Fashion
CUST05769,Female,51,Makassar,53.4,45,59,8,373,Electronics
CUST05770,Female,29,Jakarta,96.0,96,1,41,909,Food & Beverage
CUST05771,Male,46,Medan,48.2,29,56,8,294,Sports
CUST05772,Male,23,Bandung,31.8,47,12,5,229,Beauty
CUST05773,Male,22,Semarang,38.7,46,9,11,209,Electronics
CUST05774,Female,61,Semarang,10.0,17,91,1,157,Electronics
CUST05775,Female,51,Bandung,42.5,30,62,8,261,Food & Beverage
CUST05776,Male,26,Surabaya,93.2,88,1,45,872,Electronics
CUST05777,Male,27,Jakarta,24.9,55,5,7,89,Food & Beverage
CUST05778,Female,24,Medan,93.0,88,4,41,888,Sports
CUST05779,Male,28,Surabaya,96.0,91,10,41,986,Fashion
CUST05780,Female,48,Palembang,44.9,40,60,7,205,Beauty
CUST05781,Male,48,Jakarta,68.6,61,10,30,466,Electronics
CUST05782,Female,44,Palembang,69.8,53,14,23,538,Electronics
CUST05783,Female,24,Bandung,28.4,52,3,5,379,Fashion
CUST05784,Female,43,Medan,60.4,58,18,29,472,Food & Beverage
CUST05785,Female,51,Medan,40.5,33,59,9,152,Beauty
CUST05786,Male,19,Semarang,27.7,46,11,6,166,Electronics
CUST05787,Female,42,Jakarta,54.7,62,22,28,480,Fashion
CUST05788,Male,42,Yogyakarta,61.7,58,15,30,481,Food & Beverage
CUST05789,Male,45,Semarang,67.2,55,9,30,384,Fashion
CUST05790,Male,42,Makassar,78.9,56,11,31,489,Electronics
CUST05791,Male,44,Bandung,50.7,42,58,9,56,Fashion
CUST05792,Male,45,Medan,77.0,61,18,28,385,Fashion
CUST05793,Female,48,Bandung,54.1,38,56,5,223,Food & Beverage
CUST05794,Female,22,Jakarta,42.4,48,6,5,74,Electronics
CUST05795,Male,24,Surabaya,25.7,53,10,2,188,Home & Living
CUST05796,Female,66,Surabaya,16.2,13,92,2,54,Fashion
CUST05797,Female,20,Jakarta,36.3,53,11,1,129,Electronics
CUST05798,Female,43,Jakarta,70.3,55,14,30,481,Fashion
CUST05799,Female,49,Bandung,76.3,67,12,30,499,Fashion
CUST05800,Female,53,Surabaya,12.9,13,90,1,59,Beauty
CUST05801,Female,45,Surabaya,65.2,58,16,33,362,Home & Living
CUST05802,Male,27,Yogyakarta,95.7,86,4,44,879,Electronics
CUST05803,Female,59,Semarang,11.0,10,95,1,120,Home & Living
CUST05804,Female,44,Jakarta,71.5,62,13,29,384,Electronics
CUST05805,Female,30,Bandung,97.4,89,6,45,775,Fashion
CUST05806,Male,47,Medan,50.0,40,58,9,365,Fashion
CUST05807,Male,59,Jakarta,19.7,21,85,1,245,Food & Beverage
CUST05808,Male,29,Jakarta,90.2,93,5,43,915,Food & Beverage
CUST05809,Female,27,Surabaya,39.5,48,6,4,72,Food & Beverage
CUST05810,Male,49,Medan,49.3,36,58,7,159,Home & Living
CUST05811,Female,24,Yogyakarta,27.7,50,7,2,236,Sports
CUST05812,Female,30,Bandung,102.3,84,1,43,913,Beauty
CUST05813,Male,31,Palembang,92.9,89,1,45,844,Food & Beverage
CUST05814,Male,56,Yogyakarta,20.9,11,99,5,12,Home & Living
CUST05815,Female,39,Medan,68.9,61,10,29,336,Fashion
CUST05816,Female,24,Bandung,39.1,49,4,5,237,Sports
CUST05817,Male,28,Medan,33.6,60,8,3,164,Electronics
CUST05818,Female,30,Semarang,96.3,86,1,43,841,Electronics
CUST05819,Female,39,Yogyakarta,66.7,60,10,30,479,Fashion
CUST05820,Male,49,Semarang,70.8,63,20,27,557,Fashion
CUST05821,Male,22,Surabaya,26.6,32,8,3,139,Fashion
CUST05822,Female,60,Bandung,17.6,9,94,2,32,Food & Beverage
CUST05823,Female,50,Jakarta,51.1,34,52,13,116,Beauty
CUST05824,Male,23,Jakarta,37.4,53,2,5,219,Electronics
CUST05825,Male,50,Surabaya,71.0,62,20,34,511,Beauty
CUST05826,Male,66,Makassar,16.7,12,94,1,260,Fashion
CUST05827,Female,32,Surabaya,96.7,82,10,48,990,Food & Beverage
CUST05828,Male,43,Jakarta,72.1,53,13,28,487,Home & Living
CUST05829,Male,47,Surabaya,53.9,30,61,8,223,Food & Beverage
CUST05830,Male,56,Surabaya,24.4,7,93,1,56,Electronics
CUST05831,Female,64,Palembang,18.7,8,88,1,140,Food & Beverage
CUST05832,Female,62,Palembang,16.9,8,96,1,184,Electronics
CUST05833,Male,45,Semarang,54.4,33,57,10,53,Electronics
CUST05834,Female,56,Makassar,23.6,9,97,1,10,Electronics
CUST05835,Male,22,Surabaya,107.4,81,6,46,907,Fashion
CUST05836,Male,22,Bandung,94.1,91,5,46,870,Home & Living
CUST05837,Male,25,Palembang,94.2,86,7,43,877,Fashion
CUST05838,Male,47,Surabaya,52.6,36,55,9,272,Food & Beverage
CUST05839,Female,29,Palembang,96.6,85,1,44,1010,Food & Beverage
CUST05840,Male,26,Jakarta,95.8,81,13,43,974,Electronics
CUST05841,Male,35,Medan,91.1,85,12,42,892,Fashion
CUST05842,Male,38,Semarang,94.3,93,1,44,1077,Fashion
CUST05843,Female,28,Medan,90.1,90,3,44,956,Fashion
CUST05844,Male,58,Surabaya,16.3,17,93,4,100,Fashion
CUST05845,Female,29,Makassar,105.0,89,1,48,945,Food & Beverage
CUST05846,Male,25,Jakarta,87.4,78,1,41,864,Food & Beverage
CUST05847,Female,42,Bandung,53.8,36,52,12,175,Fashion
CUST05848,Female,48,Surabaya,63.5,58,10,32,503,Home & Living
CUST05849,Female,27,Bandung,93.3,87,2,48,851,Beauty
CUST05850,Female,46,Surabaya,43.5,33,55,11,255,Electronics
CUST05851,Male,30,Jakarta,93.4,88,7,45,856,Fashion
CUST05852,Male,62,Semarang,17.2,12,100,4,141,Fashion
CUST05853,Female,23,Jakarta,33.4,51,10,3,169,Electronics
CUST05854,Female,59,Bandung,16.1,13,89,3,41,Food & Beverage
CUST05855,Male,44,Makassar,43.8,36,59,12,202,Electronics
CUST05856,Male,45,Bandung,47.0,28,63,7,268,Beauty
CUST05857,Female,63,Yogyakarta,20.8,7,94,2,205,Electronics
CUST05858,Female,26,Surabaya,28.7,44,7,2,244,Home & Living
CUST05859,Male,24,Palembang,25.1,53,11,2,248,Home & Living
CUST05860,Male,57,Jakarta,17.4,8,89,4,155,Fashion
CUST05861,Female,22,Semarang,34.2,47,2,2,60,Food & Beverage
CUST05862,Female,24,Semarang,33.0,44,11,3,128,Electronics
CUST05863,Female,39,Medan,66.7,64,11,30,492,Electronics
CUST05864,Male,23,Surabaya,91.9,90,1,45,936,Sports
CUST05865,Male,31,Medan,98.2,82,2,46,934,Electronics
CUST05866,Male,49,Medan,64.3,58,14,33,477,Food & Beverage
CUST05867,Female,27,Jakarta,99.1,88,1,44,907,Beauty
CUST05868,Female,45,Makassar,67.4,56,11,32,409,Electronics
CUST05869,Female,61,Bandung,29.0,15,95,2,155,Fashion
CUST05870,Male,25,Jakarta,31.5,51,9,4,165,Fashion
CUST05871,Female,42,Surabaya,71.2,57,5,33,362,Electronics
CUST05872,Male,54,Jakarta,21.8,15,98,7,93,Electronics
CUST05873,Female,21,Jakarta,31.0,55,13,3,158,Fashion
CUST05874,Female,50,Yogyakarta,56.0,32,59,13,328,Electronics
CUST05875,Male,27,Medan,33.2,58,8,3,233,Electronics
CUST05876,Female,29,Surabaya,97.1,95,1,44,875,Food & Beverage
CUST05877,Female,27,Medan,36.0,46,5,5,149,Electronics
CUST05878,Female,59,Makassar,18.0,10,93,1,167,Electronics
CUST05879,Female,26,Surabaya,22.8,48,1,6,193,Beauty
CUST05880,Male,50,Palembang,43.4,38,65,13,279,Fashion
CUST05881,Male,58,Yogyakarta,22.3,6,97,3,128,Beauty
CUST05882,Female,32,Semarang,89.1,80,1,44,946,Electronics
CUST05883,Male,60,Semarang,19.4,5,96,1,30,Food & Beverage
CUST05884,Male,29,Jakarta,101.2,89,1,51,892,Beauty
CUST05885,Female,45,Jakarta,50.3,34,68,13,92,Home & Living
CUST05886,Female,54,Jakarta,12.2,17,90,2,117,Beauty
CUST05887,Male,25,Yogyakarta,99.0,87,1,46,792,Electronics
CUST05888,Female,26,Jakarta,102.9,89,8,46,876,Electronics
CUST05889,Male,24,Semarang,92.6,82,3,47,698,Electronics
CUST05890,Male,24,Palembang,103.2,95,1,43,928,Food & Beverage
CUST05891,Male,20,Yogyakarta,42.5,52,4,5,172,Sports
CUST05892,Female,64,Surabaya,14.5,6,92,1,41,Fashion
CUST05893,Female,28,Medan,36.6,53,5,4,248,Beauty
CUST05894,Male,50,Semarang,47.3,41,60,12,243,Beauty
CUST05895,Female,28,Bandung,96.7,91,9,51,874,Beauty
CUST05896,Female,58,Bandung,19.3,17,93,1,10,Food & Beverage
CUST05897,Female,22,Jakarta,93.1,93,3,48,902,Fashion
CUST05898,Male,22,Medan,25.7,54,4,7,152,Electronics
CUST05899,Male,36,Surabaya,98.6,89,10,48,896,Food & Beverage
CUST05900,Male,44,Surabaya,46.2,40,57,9,341,Beauty
CUST05901,Female,50,Surabaya,48.5,35,57,4,165,Food & Beverage
CUST05902,Female,26,Jakarta,93.5,89,2,46,890,Electronics
CUST05903,Male,29,Makassar,31.1,42,13,3,124,Home & Living
CUST05904,Female,29,Makassar,89.0,92,1,45,938,Electronics
CUST05905,Male,44,Semarang,61.7,56,15,31,524,Electronics
CUST05906,Female,45,Yogyakarta,63.6,66,15,30,423,Electronics
CUST05907,Female,22,Medan,34.1,54,5,1,151,Electronics
CUST05908,Female,45,Medan,68.6,58,14,27,442,Home & Living
CUST05909,Female,23,Yogyakarta,94.7,85,1,48,887,Sports
CUST05910,Male,47,Jakarta,44.1,38,52,8,168,Electronics
CUST05911,Female,61,Bandung,14.2,8,96,1,23,Fashion
CUST05912,Female,28,Semarang,98.0,93,1,42,891,Food & Beverage
CUST05913,Female,24,Surabaya,31.7,54,1,4,302,Food & Beverage
CUST05914,Female,47,Jakarta,62.1,57,11,25,400,Fashion
CUST05915,Male,25,Yogyakarta,30.3,53,8,2,174,Electronics
CUST05916,Male,31,Palembang,93.5,78,8,44,943,Food & Beverage
CUST05917,Female,48,Surabaya,55.7,34,58,10,164,Food & Beverage
CUST05918,Male,28,Jakarta,99.4,93,1,48,755,Sports
CUST05919,Male,54,Surabaya,23.9,19,93,1,126,Fashion
CUST05920,Male,47,Surabaya,48.8,27,58,8,317,Beauty
CUST05921,Female,42,Makassar,66.9,63,6,30,308,Sports
CUST05922,Female,20,Yogyakarta,31.6,52,6,5,86,Fashion
CUST05923,Female,61,Surabaya,14.6,18,101,3,71,Fashion
CUST05924,Male,28,Medan,31.8,45,8,6,138,Sports
CUST05925,Male,50,Jakarta,56.2,40,59,8,291,Food & Beverage
CUST05926,Male,49,Bandung,51.1,36,62,10,237,Electronics
CUST05927,Female,24,Jakarta,25.1,58,4,1,213,Fashion
CUST05928,Male,21,Medan,23.6,50,1,5,91,Electronics
CUST05929,Male,40,Jakarta,70.1,56,12,24,587,Fashion
CUST05930,Female,43,Makassar,67.4,61,18,28,548,Food & Beverage
CUST05931,Female,45,Medan,70.0,63,11,30,405,Fashion
CUST05932,Female,43,Yogyakarta,50.8,35,55,11,226,Electronics
CUST05933,Male,25,Yogyakarta,93.5,90,7,44,951,Electronics
CUST05934,Female,24,Jakarta,98.7,88,9,44,680,Beauty
CUST05935,Male,49,Bandung,58.4,35,61,10,205,Food & Beverage
CUST05936,Female,28,Jakarta,100.2,84,5,46,889,Beauty
CUST05937,Male,62,Bandung,24.6,12,95,3,10,Electronics
CUST05938,Female,27,Bandung,29.1,51,7,1,246,Sports
CUST05939,Male,28,Semarang,88.6,86,5,45,945,Food & Beverage
CUST05940,Female,55,Palembang,15.6,7,96,1,10,Electronics
CUST05941,Female,56,Medan,14.3,13,92,1,21,Fashion
CUST05942,Male,45,Makassar,65.6,60,13,27,560,Electronics
CUST05943,Male,55,Surabaya,16.0,17,98,3,61,Electronics
CUST05944,Female,47,Jakarta,71.3,49,19,25,423,Fashion
CUST05945,Male,42,Bandung,48.9,34,62,13,266,Food & Beverage
CUST05946,Female,26,Yogyakarta,101.1,83,3,47,735,Fashion
CUST05947,Male,29,Jakarta,34.5,53,2,5,154,Food & Beverage
CUST05948,Female,51,Surabaya,47.5,28,57,9,242,Food & Beverage
CUST05949,Male,48,Jakarta,48.7,46,60,10,205,Home & Living
CUST05950,Female,22,Palembang,35.3,49,17,4,159,Beauty
CUST05951,Male,24,Surabaya,31.6,51,7,8,229,Electronics
CUST05952,Male,21,Surabaya,31.7,55,9,5,30,Food & Beverage
CUST05953,Male,22,Yogyakarta,35.9,51,6,5,85,Electronics
CUST05954,Female,55,Makassar,17.3,11,93,5,10,Electronics
CUST05955,Male,57,Makassar,19.0,13,92,1,129,Food & Beverage
CUST05956,Male,28,Palembang,90.8,92,3,48,877,Sports
CUST05957,Female,48,Makassar,41.5,30,56,8,13,Food & Beverage
CUST05958,Male,48,Palembang,48.6,40,55,7,111,Beauty
CUST05959,Female,60,Medan,19.5,9,94,1,122,Home & Living
CUST05960,Female,26,Jakarta,32.9,48,4,2,254,Home & Living
CUST05961,Male,66,Jakarta,24.8,15,94,1,10,Electronics
CUST05962,Male,44,Medan,69.2,59,21,27,424,Food & Beverage
CUST05963,Male,49,Surabaya,68.0,49,17,29,480,Beauty
CUST05964,Male,50,Jakarta,45.7,35,59,10,232,Home & Living
CUST05965,Female,43,Semarang,58.5,36,63,10,292,Electronics
CUST05966,Female,24,Surabaya,93.2,92,5,44,902,Home & Living
CUST05967,Female,29,Bandung,104.1,90,2,42,593,Electronics
CUST05968,Male,45,Medan,41.8,40,59,12,155,Sports
CUST05969,Male,27,Surabaya,37.2,56,12,4,186,Sports
CUST05970,Male,27,Makassar,88.1,91,3,43,855,Beauty
CUST05971,Female,63,Palembang,13.9,13,93,1,20,Electronics
CUST05972,Female,22,Surabaya,29.4,40,3,5,181,Electronics
CUST05973,Male,44,Jakarta,74.8,57,22,29,413,Beauty
CUST05974,Male,26,Surabaya,96.4,91,12,51,820,Food & Beverage
CUST05975,Male,50,Medan,43.1,28,57,11,238,Beauty
CUST05976,Female,65,Jakarta,16.3,18,99,4,211,Beauty
CUST05977,Male,46,Medan,65.7,68,13,25,416,Beauty
CUST05978,Female,50,Bandung,72.4,54,15,30,377,Electronics
CUST05979,Male,44,Jakarta,64.4,65,13,28,543,Home & Living
CUST05980,Male,41,Surabaya,68.7,60,13,30,580,Sports
CUST05981,Female,23,Jakarta,37.7,52,3,6,161,Fashion
CUST05982,Female,61,Jakarta,16.7,10,100,2,77,Home & Living
CUST05983,Female,26,Yogyakarta,95.9,89,4,48,925,Fashion
CUST05984,Male,41,Surabaya,73.6,56,14,31,454,Fashion
CUST05985,Female,53,Bandung,54.4,27,54,6,280,Beauty
CUST05986,Female,31,Medan,96.2,86,9,46,975,Electronics
CUST05987,Female,26,Medan,97.1,91,1,50,874,Electronics
CUST05988,Male,23,Surabaya,30.3,53,11,4,17,Fashion
CUST05989,Male,64,Surabaya,19.6,10,94,2,115,Fashion
CUST05990,Female,29,Bandung,97.9,95,3,46,876,Home & Living
CUST05991,Female,62,Semarang,16.0,11,101,6,74,Electronics
CUST05992,Male,24,Yogyakarta,94.9,84,1,46,889,Beauty
CUST05993,Female,19,Medan,29.9,59,5,8,125,Food & Beverage
CUST05994,Male,19,Bandung,28.8,47,3,4,180,Home & Living
CUST05995,Female,39,Palembang,64.4,64,10,29,524,Fashion
CUST05996,Male,25,Jakarta,90.7,90,8,44,746,Beauty
CUST05997,Female,52,Jakarta,46.8,27,56,11,237,Electronics
CUST05998,Male,28,Bandung,92.4,88,3,47,940,Electronics
CUST05999,Female,26,Jakarta,94.0,80,8,43,963,Home & Living
CUST06000,Male,30,Jakarta,97.8,86,2,44,1033,Electronics
CUST06001,Male,34,Jakarta,100.9,93,1,45,962,Food & Beverage
CUST06002,Male,47,Medan,69.2,54,11,30,420,Home & Living
CUST06003,Male,42,Medan,58.3,56,15,30,570,Food & Beverage
CUST06004,Male,44,Surabaya,63.0,51,25,32,517,Electronics
CUST06005,Male,41,Bandung,68.6,60,16,30,538,Food & Beverage
CUST06006,Male,46,Surabaya,65.0,55,19,31,329,Food & Beverage
CUST06007,Female,49,Bandung,66.8,60,18,26,424,Food & Beverage
CUST06008,Female,47,Jakarta,74.8,56,9,28,342,Fashion
CUST06009,Male,29,Makassar,100.7,89,2,40,797,Electronics
CUST06010,Male,50,Surabaya,58.2,34,62,11,228,Electronics
CUST06011,Male,57,Surabaya,14.9,13,94,1,94,Electronics
CUST06012,Female,23,Medan,91.7,87,1,42,794,Home & Living
CUST06013,Male,23,Palembang,34.3,50,10,7,194,Food & Beverage
CUST06014,Female,30,Jakarta,88.5,87,1,42,945,Electronics
CUST06015,Male,25,Surabaya,94.7,85,6,44,892,Electronics
CUST06016,Female,21,Surabaya,36.0,51,7,4,301,Electronics
CUST06017,Female,57,Bandung,17.1,4,93,1,10,Electronics
CUST06018,Male,22,Makassar,34.6,50,8,7,182,Electronics
CUST06019,Female,27,Semarang,95.2,90,1,42,1062,Home & Living
CUST06020,Female,46,Jakarta,36.8,35,61,10,249,Fashion
CUST06021,Female,21,Semarang,34.0,45,3,1,161,Fashion
CUST06022,Male,45,Jakarta,41.0,29,62,10,226,Fashion
CUST06023,Male,44,Jakarta,43.3,35,58,11,237,Fashion
